,Comment,pru,npru
1659,amo twitter muita gente ai,1,0
920,twitter modo noturno agora porque,1,0
1433,twitter parado vida amorosa,1,0
853,votar,0,1
693,imagina fazer merda vir twitter fazer chamar pessoas amor,0,1
734,gosto rede twitter sim,1,0
1812,apenas normal twitter ter tweets,1,0
373,segui cara bem entendo tweets todos,0,1
335,justin tweets ai deus outro,0,1
1300,ir twitter falar mal ti mal sabe falei mal,0,1
922,gente ainda passa twitter editar tweet,1,0
1402,twitter,1,0
1125,venho twitter ter,0,1
167,twitter novo saco perdi outro,1,0
450,amigos twitter amigos toda la vida,0,1
254,manda bom jardim favor twitter,0,1
1087,fazer sabe conta twitter ficar,0,1
12,fazer twitter novo merda,1,0
1546,legal usar twitter facebook kkk,1,0
617,twitter,1,0
1092,acho devia ter todo dia pro twitter ficar bom desse jeito,1,0
90,sim twitter direto kkk,1,0
612,amo twitter porque aqui todo mundo vida rede social lado,1,0
1010,conversa venho twitter falar sozinha kkk,0,1
1404,baixar twitter porque travando toda hora,1,0
857,twitter dando novos seguidores,1,0
740,sim realmente desse twitter apagar volta nova,0,1
777,venho pro twitter,1,0
1638,twitter fb desse gif video,1,0
1986,twitter deixar video dnv,1,0
333,cheguei mil tweets falta,0,1
1153,parece acha fazer,0,1
28,dei twitter triste,1,0
1522,quase dias entrar twitter consegui,1,0
1066,pior todas twitter cedo tava assim bom instagram foto,1,0
1911,deveria ter twitter editar tweet gif mostrar mostrar pessoa ta mostrar pessoa viu dm,1,0
519,twitter bem interessante ee,0,1
74,twitter novo ruim antigo seguidores novo kkkkkk,1,0
515,facebook dar fodase twitter dar volta logo amor deus,1,0
1309,bom pouco novo aqui nesse mundo twitter legal,1,0
590,real oficial lugar corro twitter falar mal coisa,0,1
208,bom twitter,0,1
2002,vcs site maravilhoso twitter existir sim,1,0
138,apenas queria apenas following bem,0,1
1584,fica sabendo twitter bonner kkkkk,1,0
1517,nunca vi tanta bosta twitter vi,1,0
116,gostei twitter,1,0
322,tweets je,0,1
1072,deixando twitter lado ultimamente,1,0
1799,agora twitter ter contas semana ter gif,1,0
1020,vim twitter ver saiu nada perdi saiu,0,1
773,ta vir twitter fazer sobre,0,1
1600,twitter sempre melhor lugar estar,1,0
622,ver twitter pau meio,1,0
1330,facebook twitter ficar pegar,0,1
409,hahahaha vi facebook vim twitter ver,1,0
1623,link celular,1,0
115,achei twitter legal,1,0
288,cada twitter lindo acho,1,0
766,oq fazer falar merda twitter falar merda twitter falar merda twitter,0,1
1181,queria pessoas comigo twitter porque todo dia pergunta acontecendo kkkk,1,0
337,dormir twitter lindo deixa,1,0
46,saudades twitter querido,1,0
747,tudo aqui twitter gostava hoje hahaha,1,0
1041,bem daquelas ver alguma coisa twitter ficar querer vamo,0,1
753,twitter pode,1,0
462,twitter ficar kkkk,1,0
1938,sobre twitter ter virado deus disso,1,0
673,twitter carrega,1,0
1201,amo twitter aqui parente posso twittar quiser,1,0
984,twitter dar show,0,1
424,twitter ficar mimimi causa,1,0
325,twitter novo,1,0
664,twitter quer atualizar pqp,1,0
350,twitter novo merda,1,0
447,tava faltando alheia pro twitter ficar animado novo,1,0
709,amo twitter amo,1,0
1924,achei mt td memes twitter aparecer rede social melhor,1,0
1722,twitter saber,1,0
1221,gosto twitter porque gosto falar sozinha aqui,1,0
1149,caralho baixar outro twitter aqui,1,0
387,faz twitter ficar maior bosta,1,0
1369,falo merda d vida aqui pro twitter ficar bugando tweet,1,0
1337,amo twitter porque aqui hora direito ta memes,1,0
754,sdds twitter,1,0
167,bom dia twitter,0,1
451,twitter carregar gif face insta conseguindo postar,1,0
1194,odeio falar twitter porque sempre estar atualizar cena dm ver,1,0
699,twitter podia ser melhor,1,0
228,bom dia twitter bom dia,0,1
1608,twitter,1,0
830,twitter pode ser,1,0
950,medo trocar header twitter dar bug novo,1,0
941,acho sei oq sei,0,1
425,mano viu kkkkkk ainda bem vi tweets,0,1
1734,pergunta gostava twitter timeline ordem agora voltar,1,0
1413,pouco antes mexer twitter porque tudo carregar,1,0
1409,dando ficar twitter,1,0
1313,obrigado,0,1
1293,lugar chamar amar melhor outro,0,1
1177,sair desse twitter porque nada,1,0
900,aguardando lado twitter fazer sobre tomar,0,1
2006,nada twitter ter editar,1,0
1253,amo twitter porque aqui fico sabendo todas,1,0
458,tweets fodase fodase fodase fodase boa fodase fodase,0,1
21,maldito twitter maldito twitter maldito twitter,1,0
1305,twitter animado,1,0
421,tweets bem quanto twitter,0,1
279,tweets existe,0,1
866,agora twitter falar,0,1
671,nova twitter ficou,1,0
1124,pior ainda meter realmente tristes,0,1
1941,ta fazendo twitter ficar cheio coisa achar,1,0
845,amo twitter porque amiga mt mt,1,0
694,faz tanto tempo entro aqui twitter enquanto mim,1,0
798,veio twitter falar merda kkkkkkkkk pouco,0,1
1353,fiquei quase ano mexer twitter volto kkkkk,1,0
1133,bom disso twitter aqui merda,1,0
869,twitter fazer dessa conta verificada sim,1,0
604,twitter coisa vc triste twitter vc feliz twitter vc twitter twitter casa cmg,1,0
834,twitter bem melhor facebook,1,0
889,venho twitter ter,0,1
627,gente sei twitter lugar procurar lugar postar meme,1,0
902,oi pessoas tudo twitter carregando,1,0
1747,vez bom abrir twitter ver,1,0
32,sim tweets percebi aguenta ontem ai agora pouco responder,0,1
1302,vim aqui twitter fazer algo esqueci,0,1
321,twitter novo foda outro,1,0
696,twitter existisse ia ser tudo,1,0
1179,normal twitter ficar vez,1,0
624,twitter aparece,1,0
1085,achei ia ficar tempo twitter fazer dia terminar po,0,1
154,bom dia twitter,0,1
1011,nunca vi twitter cheio papo,1,0
1480,gosto twitter porque aqui posso entrar reclamar,1,0
1090,nunca uso twitter mds pll preciso desabafar,1,0
848,amo twitter vivo porra,1,0
789,sociais sempre obrigado pedir twitter fazer,0,1
780,gosto twitter porque sozinho sinto sozinho,1,0
605,twitter mandar,1,0
174,ta criar twitter novo eh mt,1,0
1202,quero aqui twitter,1,0
250,ta bom fazer outro twitter,0,1
444,acho pessoal tipo fica olhando tweets reclamando legal ganhar bem,0,1
100,twitter chato,1,0
1243,gosto twitter porque aqui fica fingindo feliz,1,0
741,merda twitter ta,1,0
334,twitter chato conversar,1,0
1705,twitter,1,0
594,twitter,1,0
1333,twitter porque sim melhor lugar,1,0
195,bom twitter volta,0,1
1225,melhor tudo vim twitter ver povo,0,1
1551,twitter,1,0
778,preparando psicologicamente twitter falar horas dia bbb,0,1
1542,nunca usei tanto twitter ultimamente,1,0
825,dia dia todo vindo aqui twitter falar oque comigo reclamando falando triste,0,1
327,basta c facebook twitter legal,1,0
1933,twitter ruim,1,0
640,amo twitter porque parente face sabe usar,1,0
133,algo twitter mal,0,1
23,ruim ficar conversando indiretas tweets,0,1
1468,desinstalei app twitter porque merda usar celular,1,0
1838,quase pro twitter poder pessoas mano pqp,1,0
1232,mexer celular manda tweet perguntando oque fazer pessoas twitter t,0,1
460,sair pena vir aqui pro twitter dar muita risada internet perdoa zuera nunca kkk,1,0
1046,amo twitter porque parentes facebook sabem usar,1,0
1398,sair twitter querer abrir outra voltar azul,1,0
1562,entro twitter mundo social ultimamente sentindo pior aqui sinto,1,0
1975,amiga sei oq vc servidor,1,0
614,pictwitter,0,1
419,pau cu,1,0
738,twitter ta mandando novo,1,0
1879,twitter ter pessoas,1,0
1389,minutos pro twitter porque nada bom fazer,1,0
1438,twitter aqui deu unfollow gente seguia puta merda,1,0
497,pro twitter ficar trevas,1,0
731,saudade dessa vinha twitter dar kkkkkk faz,0,1
375,dormir twitter ficar jeito quero,1,0
975,sim coisas porque twitter pergunta,1,0
1209,chega olho ai aparece twitter pessoas,1,0
928,amo twitter dar saco,0,1
404,sacanagem sempre entro facebook twitter aparecer ver poder,1,0
448,gente twitter amor pode fazer duas pessoas,0,1
1425,app twitter travando agora modo noturno quer aparecer,1,0
93,ta twitter ruim agora entendi,1,0
1769,coisa boa poder ser,1,0
202,galera dia,0,1
719,agora vim twitter ficar perto bb amo,0,1
1849,twitter ficar tempo inteiro modo noturno,1,0
827,mano amo twitter lugar melhor desabafar,1,0
428,jogo flamengo twitter ficar,1,0
1889,medo twitter mudar tudo,1,0
860,veio twitter falar sabia jogar,0,1
1184,nada vir twitter ver,0,1
747,vim twitter falar fez,0,1
282,twitter bom,1,0
343,amo twitter direto aparece,1,0
664,acho piada grande pessoal aqui twitter achar,0,1
767,falando tanto quanto homem ver vim,0,1
528,mil followers facil,0,1
1113,twitter travado vida amorosa,1,0
1574,queria twitter antes,1,0
691,vida tag twitter,1,0
0,foto ter aqui acho twitter legal,1,0
1582,nunca tanta vontade twitter tendo agora,1,0
1707,oi twitter aqui,1,0
1416,amo twitter porque posso falar,1,0
2,tweets coisas,0,1
2003,twitter fiquei medo entrar twitter ver,1,0
1993,vejo twitter mudar modo noturno pro normal ser,1,0
1131,twitter bugado vida,1,0
285,twitter colocar tweets tipo posta aguenta,0,1
1247,twitter chato vc deixa ver tweets fica travando,1,0
953,linda fazer tw,0,1
356,logo menos tomar tweets desde sempre,0,1
131,boa sai twitter,0,1
242,tao bom ver twitter uu,0,1
1327,vida resumida fazer twitter twitter fazer outro twitter,0,1
1159,twitter,1,0
246,acabou twitter triste demais,1,0
1310,ficar twitter deixar pessoas d mim,0,1
1234,acordei mal vim twitter ver tbm kkk,0,1
666,lembro nessa hashtag twitter dar,0,1
1671,agora porque app twitter,1,0
929,twitter chega novos seguidores,1,0
1043,virem twitter fazer merda acabar,0,1
1461,deu pau twitter aqui tweets ordem chato,1,0
1971,twitter existir finalmente,1,0
365,odeio ter fazer twitter novo,1,0
277,quero responder tweets conversar fb nada,0,1
736,twitter gosta mim,1,0
26,twitter chato demais credo,1,0
1441,twitter porque lugar merda vida ninguem ver,1,0
1166,faz agora veio twitter falar colega,0,1
680,desativar twitter consigo merda,1,0
1250,odeio gente faz twitter posta nada pessoa,1,0
3,bom twitter novo,1,0
163,bom terminar twitter,0,1
837,sabia twitter noturno,1,0
384,porque cada tweets rs,0,1
292,twitter novo af sempre chato seguidor sigo ngm,1,0
698,twitter ajuda mds aplicativo chato,1,0
1048,gosto twitter porque aqui fica fingindo feliz,1,0
1070,lembro vez camila veio twitter falar tava chorando dias causa,0,1
398,sempre ter tudo bem tweets rs ainda prefiro tudo bem,0,1
1667,deixar letras twitter ler,1,0
1963,finalmente twitter poder editar,1,0
1249,consigo curtir seguir aqui twitter,1,0
255,ai bom pouco aqui twitter,0,1
1298,uso twitter porque bem caro kkkkkkk,1,0
1868,basta outra rede social meme pessoa vem pro twitter falar merda ai credo,1,0
368,tweets aqui claro mandei bem uu,0,1
1443,twitter qualquer outro,1,0
652,bem vejo jogo celular todo venho twitter v,0,1
603,caralho assim fico twitter perdeu perdeu perdeu tudo aqui ta merda,1,0
1289,twitter aqui,1,0
483,twitter olha fala,0,1
63,ah twitter chato,1,0
1579,consegue deixar msg twitter assim deus,1,0
1883,faz twitter ficar,1,0
990,tou twitter postar,1,0
1384,quero mexer twitter celular travando,1,0
237,twitter chato,1,0
650,muita gente relacionamento facebook ainda bem twitter acabou redes sociais,1,0
1967,aguento merda twitter ficar bloqueando conta toda hora,1,0
112,twitter maldito vcs,1,0
1348,twitter animado hoje,1,0
804,twitter bem morto,1,0
1556,ah twitter bom ver,1,0
577,vc deixar salvar tanta nada salvar gif,1,0
1834,ainda twitter ter modo noturno,1,0
126,saudade vc twitter lindo kk,1,0
961,vim twitter fazer drama,0,1
1032,link grupo flores desse twitter entrar jardim,0,1
851,twitter carrega,1,0
723,vem twitter falar merda nome povo,0,1
166,twitter bom dia,0,1
988,twitter fazer bem olhar divulgar ai gente obrigado,0,1
7,vezes fico pouco alheia twitter bom dia,1,0
531,vida followers colega sala,0,1
854,app twitter funcionando,1,0
660,vir twitter falar piada,0,1
1168,nunca vi aqui twitter falar iria show msm coitada,0,1
1022,vim aqui twitter ver coisas sobre novela acabar perder,0,1
407,ficam faz twitter ficar sei,1,0
1291,venho twitter ver algo perdi,0,1
386,vi tweets outro tt bem,0,1
153,twitter maldito fazendo coisas,1,0
1566,twitter faz bloquear,1,0
372,fico dias ler tweets tempo tudo bem pena,0,1
334,falar coisas fiz tweets,0,1
1004,atualizei twitter porque vendo branco mudar,1,0
641,ter vindo twitter ver,0,1
945,entrar twitter sair twitter entrar instagram sair instagram entrar twitter sair twitter,0,1
280,wifi funciona melhor twitter carrega bem imagens carrega imagens carrega twitter bom,1,0
1078,obrigado,0,1
400,fiquei minutos esperando twitter carregar,1,0
1596,faz dar,1,0
1497,twitter amo,1,0
497,oi desculpa incomodo pode dar aqui importante msm ingnora favor,0,1
1479,pro twitter ficar melhor colocar modo editar,1,0
1800,twitter ter cena sempre,1,0
2009,ser twitter fazer editar tweet,1,0
504,faz twitter ficar sim quero,1,0
563,twitter sei oq mim conversar ai venho twitter falar sozinha,0,1
1744,odeio fato twitter ter letras af,1,0
903,twitter mandar hahaha,1,0
21,hoje assistir following tao dormir,0,1
1672,twitter,1,0
550,twitter hoje dia entro vez vida ngm fala cmg aq,1,0
1862,gente faz pro twitter ficar celular,1,0
1805,falta twitter fazer forma apagar tweet todo,1,0
994,ai odeio entrar twitter ver army dando tirar ficar,0,1
1130,twitter porque corrigir,1,0
945,ta twitter fazer editar,1,0
163,uso twitter direto ficar bugada posso conversar ninguem nada dm,1,0
1660,vezes twitter chat,1,0
1690,foto twitter cedo agora postando facebook sim dai,1,0
365,diz anda bem tweets todos,0,1
88,rindo tweets tao novo,0,1
1217,globo quero bastante pessoal twitter poder fazer novos memes,0,1
1514,ta hora twitter fazer editar tweet,1,0
449,twitter fazer igual facebook deixar geral fazer live mato,1,0
884,vem twitter falar merda vem,0,1
941,acho postar alguma coisa twitter pergunta acontecendo querido sei,1,0
815,galera boa enem vir aqui twitter ficar viu vamo,0,1
1145,entrar twitter ver tag avril please come back ver fandom todo,0,1
1532,fico aqui uso twitter passa tempo haha,1,0
1847,hora twitter ter editar,1,0
437,precisando novo header pro twitter ficar cansei,1,0
1314,twitter chato,1,0
786,twitter assim anos,1,0
873,night mode usar twitter,1,0
739,queria dizer realmente twitter porque,1,0
848,qualquer forma twitter fazer,0,1
1006,galera novo perfil twitter porque perfil aqui quiser pode seguir,1,0
1844,hoje lembro fiquei twitter ter bloqueado outro ai fazer novo,1,0
586,juro fiz apagar tweets twitter ajuda,1,0
1306,fds twitter morto,1,0
348,porra twitter bom kkkk dm funciona twitter ta porra kkkkk,1,0
452,sempre,0,1
1028,amo twitter aqui menos parentes facebook sabem mexer,1,0
1163,mano sair twitter porque spoiler pll,1,0
492,twitter bom pena posso perfil,0,1
1221,gosta poder colocar fogo fogo vi,0,1
1541,app twitter mudar agora socorro,1,0
682,acorda vim twitter fazer vamo ver onde chegar,0,1
573,twitter editar tweet,1,0
647,fiz twitter colabora sai audio,1,0
595,twitter ter editar porra errar tweet nunca,1,0
919,real desde duas semanas twitter,0,1
1251,amo twitter facebook,1,0
1558,nunca fiquei tanto tempo twitter hoje,1,0
1308,twitter aqui melhor,1,0
470,raiva twitter ficar mostrando vc entra nada,1,0
800,odeio twitter mostra af,1,0
281,vendo,1,0
932,coisa twitter fazer cmg,1,0
732,dm twitter pqp,1,0
744,vim twitter saber sabe onde,0,1
861,importante votar tag twitter fazer votar tempo,0,1
1030,entrar vinha twitter fazer piada,0,1
1144,twitter parado,1,0
1617,gosto twitter posso mandar indireta pessoa tendo twitter fazer,1,0
973,wpp vem twitter falar conversar,0,1
484,bom,0,1
584,twitter ta nada hoje,1,0
176,bom ver coisas d face ver d tds saco vida d outros,0,1
160,criar twitter novo fodase,1,0
1111,twitter chato fica mostrando tendo,1,0
779,dando tanta kkkkkkk sempre amiga sempre agr,0,1
1915,twitter mudar negocio acho lindo fb acho,1,0
859,tanto dessa twitter deixa,1,0
952,excluir twitter fazer,1,0
1038,ent twitter fazer,0,1
1331,amo twitter porque entro todo mundo falando facebook,1,0
1219,gosto twitter porque ser feliz aqui,1,0
1215,sai face vem twitter aqui gente,1,0
657,mim twitter seguir pessoas,0,1
606,sobre modo noturno quero mudar,1,0
164,vc pc twitter lento lento lento lento tudo lento,1,0
135,twitter falo mal quiser,0,1
1040,amo twitter aqui todo mundo louco,1,0
1978,twitter twitter deixar ser,1,0
646,fez criar twitter fazer conhecer conhecer triste,0,1
1191,twitter coitada ver,0,1
329,mano sdds mexer aqui twitter direto,1,0
2011,passou twitter poder,1,0
509,pouco twitter,0,1
527,homem menos twitter,0,1
1210,ainda vem twitter falar passou,0,1
1429,faz twitter ficar tbm,1,0
1075,ficar twitter deixar pessoas d mim,0,1
122,sobre mim nada bem twitter,0,1
809,queria ter tempo mexer twitter antes,1,0
433,pensando desativar facebook twitter ficar whats,1,0
1107,twitter vez mostrando,1,0
72,tweets legais kkkkk,0,1
860,twitter sair modo noturno rs,1,0
274,cada vez falo sozinho twitter triste,1,0
967,gosto twitter posso mandar indireta pessoa tendo twitter fazer,1,0
739,sair twitter fazer outra coisa dormir sabe ficar,0,1
1292,outra rede social nada twitter falar igual sozinha kkkkkkk,0,1
120,bem boa noite twitter,0,1
1346,amo twitter aqui falo quero,1,0
794,claro vim twitter ver memes enem sei gente,0,1
885,pro twitter mexe nisso deus,1,0
556,gente meio twitter sei usar,1,0
908,porra desse twitter mensagem,1,0
1381,adoro twitter porque aq mostra vida merda,1,0
98,ter bem twitter followers,0,1
543,vontade apagar twitter apagar facebook apagar whatsapp apagar desse mundo,0,1
509,ta dando erro compartilhar coisa spotify twitter pau cu spotify pau cu,1,0
369,bem tweets dar todos,0,1
221,ter twitter novo,1,0
1297,sei twitter,1,0
146,consigo nesse twitter novo preciso silenciar gente,1,0
1777,tao lindo pro twitter deixar,1,0
1053,twitter chato fazer facebook,1,0
1822,pro twitter ter mensagem,1,0
832,venho twitter ver madrugada lembro,0,1
508,quase twitter pouco,1,0
323,preto branco twitter triste,1,0
1561,usam texto twitter bloco notas,1,0
176,porra sei mexer nesse twitter louco mano,1,0
833,venho twitter falar deve ser sei aqui ta,0,1
1908,twitter ficar escuro sabia,1,0
168,twitter louco deu,1,0
1400,deixa sair desse twitter porque,1,0
1261,adoro estar twitter ver indiretas perceber tudo,0,1
1392,twitter porque sei falando sozinha louca,1,0
238,bom dia site twitter dois rua ok,0,1
158,bom dia agora vim ver ontem twitter kkkk,0,1
218,bom dia segui twitter rsrs,0,1
136,twitter bom assim vc faz galera,1,0
1470,todo dia twitter aqui melhores,1,0
1278,twitter tao cada vez,1,0
1973,passou hora twitter ter editar tweets corrigir apagar escrever,1,0
894,dando reclamar twitter porque tweets,1,0
197,bom demais seguir twitter bom tipo,1,0
319,tweets motivos porque dedicar,0,1
1483,sobre hoje outro twitter porque posso,1,0
1792,desse twitter ter caracteres quero escrever coisa dar raiva,1,0
65,vontade tweets todo mundo acho pouco acho,0,1
767,usar twitter porque modo noturno,1,0
261,todo menos tweets y antes,0,1
674,vim twitter ver memes vi sono,0,1
62,deus tweets pouco horas,0,1
1112,twitter bugado,1,0
1218,ter vir twitter falar sobre tanta coisa ver,0,1
831,deixar mundo vir,0,1
865,gente voltei twitter mexe aqui haha desde,1,0
370,bem tweets dar todos,0,1
1085,ficar tempo mexer twitter porque vezes aparece,1,0
1447,amo coisas twitter porque aqui nois net net,1,0
199,twitter novo lixo tudo ordem tweet,1,0
429,acho twitter querer,1,0
1309,nada melhor fazer vim aqui twitter falar sozinha,0,1
1823,sobre twitter ter modo,1,0
1795,falta twitter dar fazer direto,1,0
905,pessoa magoa venham twitter dar,0,1
1970,twitter ficar bosta,1,0
730,maravilhoso tl twitter atualiza,1,0
948,nada vir twitter ver,0,1
297,vo twitter novo,1,0
102,todos followers bem muitos outros famoso,0,1
807,twitter ainda,1,0
576,falando demais twitter sei twitter falar falando demais parar,0,1
1565,sei salvar twitter faz,1,0
978,quero terminar ver algum anime escrever ficar twitter fazer ler algum ver,0,1
1172,amo twitter porque tipo postando conhece importa,1,0
1170,sobre forma posso entender disso,0,1
1177,acho sei oq sei,0,1
821,porque caralho twitter deixar atualizar puta,1,0
692,caralho pode ver gente achando algo faz mal vem twitter ficar,0,1
1241,quase entro twitter entro posto vez kkk,1,0
1563,nada chato pessoa posta twitter ngm antes,1,0
1161,passou dia vez estado hoje tempo,0,1
623,twitter hoje bugado,1,0
1445,falo sozinha twitter porque twitter tipo,1,0
1718,amo twitter raiva vezes pessoa,1,0
1162,twitter,1,0
241,bom dia todos twitter rsrs,0,1
1640,aqui novo falando sozinha twitter sempre bjs tchau,1,0
1064,mina coreia outro grupo vem pessoas twitter falar todo fandom cara,0,1
1175,entrar twitter ficar tml abrir dm tml dormir abrir dm horas dps,0,1
584,pessoal twitter ter reclamar,0,1
756,penso tweets fazer twitter mudar internet consigo internet esqueci tudo,0,1
730,ter conta twitter,0,1
1022,coisas pro twitter ficar editar tweets maior capa,1,0
1750,legal falta twitter deixar aparecer,1,0
291,sei modo noturno twitter triste,1,0
3,trancar tweets quero ver trancar,0,1
1740,acho aplicativo twitter ficar lixo,1,0
263,facil cara kkkkkkkkk mandei tweets,0,1
1007,voltar nesse twitter,1,0
1007,chegou madrugada vim xingar pessoa segue aqui twitter,0,1
67,minutos twitter,1,0
24,faz twitter novo,1,0
216,twitter maldito,1,0
841,diz vim twitter ver oque posto rs,0,1
1910,normal twitter deixar pessoa parar seguir outros,1,0
764,twitter existir ir coisas tudo ainda todo mundo,0,1
1153,gostava twitter menos semana amando,1,0
140,ainda bem hoje poder following,0,1
166,adoro estar twitter novo saber,1,0
1259,aqui pensando redes vida alheia ficar vendo,0,1
207,foda twitter novo,1,0
303,tweets menos,0,1
70,posto pouco aqui tweets,0,1
591,twitter abandonado ano todo,1,0
1176,sair dessa rede social twitter porque aguento spoiler pll,1,0
1720,sabe adoro twitter aqui posso desabafar falar oq realmente sinto ngm ficar saco,1,0
1863,twitter ter bgl noturno,1,0
525,entendi modo pro twitter ficar,1,0
316,tweets motivos porque dedicar,0,1
469,vir todos dias twitter dar bons dias tipo,1,0
1350,gente faz twitter ficar preto,1,0
150,bom twitter,0,1
792,assim ainda vir twitter falar,0,1
1531,vontade ficar twitter,1,0
928,twitter video face certo,1,0
1896,vamo fazer twitter existir,1,0
702,twitter ficar rsrs,0,1
1619,twitter notas,1,0
1469,caralho twitter aqui,1,0
1141,bom dia pro twitter porque anos,1,0
915,toda noite antes dormir venho twitter dar olhada queria olhar,0,1
1913,ta hora twitter ter editar porque assim,1,0
956,vim twitter fazer texto dm falar coisas,1,0
1488,amo twitter wpp,1,0
25,user bom twitter ruim,1,0
1134,odeio escrever errado twitter porque corrigir,1,0
178,bom dia pessoa legal twitter,0,1
925,ver gente seguindo twitter sobre,1,0
1552,queria ser normal fazer twitter,1,0
725,twitter dar tipo,0,1
843,fds desinstalei insta twitter querer agora twitter modo noturno insta,1,0
1645,gente usa twitter,1,0
918,ser bom uso wpp fb twitter,0,1
627,acontece twitter ficar twitter,0,1
1020,socorro twitter branco,1,0
168,bom dia twitter sumido aqui claro continuo idiota,0,1
749,coisa twitter assim,1,0
1033,dou minutos vir twitter falar,0,1
352,amo,0,1
180,tweets facebook twitter bom seguir,1,0
1272,modo noturno eh melhor coisa colocar twitter porque eh bonito viu,1,0
479,favor importante,0,1
1434,gente sabe adoro twitter porque lugar onde posso falar sozinha vontade porque ver,1,0
607,twitter ta chegando quase nenhuma,1,0
1072,sono quero dormir adoro passar tempo twitter dar pessoa,0,1
1352,faz pro twitter ficar preto,1,0
325,tweets je,0,1
1904,passou hora twitter ter editar tweet,1,0
1899,tweet todo mundo abrir twitter ver,1,0
94,twitter maldito,1,0
770,twitter hoje ta kkk,1,0
637,amo twitter porque parente face sabe usar,1,0
1304,twitter porque olha,1,0
315,tweets kkk,0,1
517,twitter pouco tempo antes poucos,0,1
473,legais fazendo,0,1
1208,criei twitter porque amo pessoas comigo dm sobre qualquer coisa tentar,1,0
1395,gosto twitter aqui vc nada,1,0
1578,vezes posto nada aqui gosto usar twitter uso ver,1,0
1198,tipo pessoa sabe usar twitter aqui postando monte,1,0
275,twitter chato,1,0
835,xingar twitter fazer chamar,0,1
1152,oi migo twitter vim aqui dizer,1,0
1206,gosto twitter porque site funciona dia ano inteiro snap acaba tempo,1,0
61,ontem noite fiquei tweets duas vezes segunda falei pouco pouco tempo acho twitter,0,1
1104,estranho twitter escuro,1,0
307,obrigado twitter feliz mim,1,0
799,twitter dar favor,0,1
40,quase tweets falta pouco,0,1
872,twitter pessoas,1,0
1096,vem twitter fazer vergonha,0,1
86,tao ruim fazer twitter novo parece msm,1,0
807,boa noite vem twitter ver sinto fotos,0,1
1089,agora sei twitter usar,0,1
734,fazer twitter seguir,0,1
1111,melhor dizendo t,0,1
1094,abrir twitter ver fala todas fechar twitter,0,1
811,desse povo ficar vindo aqui twitter ficar vendo falo,0,1
1435,twitter aqui alheia menos,1,0
591,sempre twitter ver pessoa reclamando vida agora venho twitter reclamar vida,0,1
209,ver fotos todas assim seguia kkkk twitter louco,1,0
768,ver facebook ver instagram ver twitter ver whatsapp celular,0,1
1966,agr twitter ficar bloqueando conta,1,0
623,sei twitter ver fazer algo,0,1
1987,pro twitter ter audio mostrar ainda,1,0
152,bom dia bom dia bom dia hoje feliz bom twitter uu,0,1
763,vir twitter ver sobre jogo,0,1
931,ainda esperando twitter fazer editar,1,0
127,responder bem aqui twitter,0,1
406,achando bem interessante tweets,0,1
130,twitter chato fica mostrando tendo,1,0
1723,twitter aqui existe,1,0
52,fiz tweets antes dormir sobre pouco ta bem,0,1
954,ta hora twitter fazer editar tweet,1,0
555,merda twitter quer carregar foto,1,0
399,bem vendo tweets tipo mim,0,1
1930,falar sobre pessoas twitter ruim falta,1,0
1536,sdds usar twitter antes,1,0
412,tweets bem,0,1
201,twitter maldito dar block,1,0
946,parece todo mundo ta lembro d maioria twitter ter anos agora c,0,1
4,olha tweets,0,1
368,twitter novo bosta,1,0
973,ai twitter pergunta whats olha sei ta,1,0
1634,gente usa twitter pode,1,0
416,gosto seguir tweets bem,0,1
816,deus twitter,1,0
1954,criar twitter seguir outros parar seguir porra,1,0
1316,tbm amo twitter tudo,1,0
1905,faz pro twitter ficar assim,1,0
256,twitter lento desse jeito,1,0
1148,bom,0,1
1472,coisas twitter aparecendo facebook oi,1,0
1699,posso postar nada twitter porque indireta outros saco hein,1,0
198,bom twitter,0,1
1605,acho nunca fiquei twitter agora,1,0
1329,amo twitter porque meme nunca tipo verdade acaba igual,1,0
560,twitter ta,1,0
1877,twitter fazer gente kkkkkk,1,0
373,sabe faz pro twitter ficar azul,1,0
938,foda hoje dia dar logo vem twitter querer errado,0,1
748,consigo dar unfollow todo mundo fala bbb kkkkkk fico twitter fazer,0,1
820,motivo twitter querer,0,1
983,ter vir twitter falar sobre tanta coisa ver,0,1
1684,twitter lento,1,0
1167,sai whats ficar twitter porque melhor,1,0
5,tweets dia,0,1
1204,twitter,1,0
897,todo amor pessoa outro ai twitter falar ama,0,1
972,twitter pergunta acontecendo,1,0
1155,acho seguir pessoas twitter ficar sempre movimentado,1,0
17,following putaria qualquer jesus,0,1
1290,saudade casa vinha twitter fazer,0,1
1071,queria falar obrigado falar twitter aqui ta porra,1,0
993,postou video todo twitter ver,0,1
774,cansei twitter assim,1,0
324,twitter louco,1,0
232,bom dia twitter curso pai,0,1
84,fiz twitter novo nunca ia falar,1,0
662,achei ontem vem twitter falar merda gente povo faz tudo,0,1
937,twitter apagar parar seguir facebook melhor esquecer,0,1
1589,uso twitter errado mt gente aqui mostrar desse jeito,1,0
640,sempre mesma coisa venho aqui twitter falar sobre vida,0,1
427,tweets bem,0,1
1920,ainda tentando fato outro twitter ter pro saco,1,0
91,seguidores porque twitter novo seguidor merda sigo volta,1,0
1135,twitter falar besteira chato fazer outra rede social,0,1
